Year,Donor.Name,variable,value
2017,DAC donors (total),Reproductive health,4341.303117
2018,DAC donors (total),Reproductive health,4279.849466
2019,DAC donors (total),Reproductive health,3147.200993
2020,DAC donors (total),Reproductive health,3691.193133
2021,DAC donors (total),Reproductive health,3433.600856
2011,Multilateral donors (total),Reproductive health,1121.262167
2012,Multilateral donors (total),Reproductive health,1262.45381
2013,Multilateral donors (total),Reproductive health,1336.902867
2014,Multilateral donors (total),Reproductive health,1032.575152
2015,Multilateral donors (total),Reproductive health,1139.437005
2016,Multilateral donors (total),Reproductive health,1178.270134
2017,Multilateral donors (total),Reproductive health,1175.028793
2018,Multilateral donors (total),Reproductive health,880.7576375
2019,Multilateral donors (total),Reproductive health,848.8707717
2020,Multilateral donors (total),Reproductive health,1685.663313
2021,Multilateral donors (total),Reproductive health,1696.239158
2011,Non-DAC donors (total),Reproductive health,9.253814511
2012,Non-DAC donors (total),Reproductive health,1.484648148
2013,Non-DAC donors (total),Reproductive health,36.98989939
2014,Non-DAC donors (total),Reproductive health,10.72012562
2015,Non-DAC donors (total),Reproductive health,40.98606771
2016,Non-DAC donors (total),Reproductive health,45.15986879
2017,Non-DAC donors (total),Reproductive health,72.44708565
2018,Non-DAC donors (total),Reproductive health,32.88349211
2019,Non-DAC donors (total),Reproductive health,34.58265598
2020,Non-DAC donors (total),Reproductive health,34.64217286
2021,Non-DAC donors (total),Reproductive health,73.57297372
2011,Adaptation Fund,Maternal and newborn health,0.007886716
2012,Adaptation Fund,Maternal and newborn health,0.007610344
2014,Adaptation Fund,Maternal and newborn health,0.005609432
2015,Adaptation Fund,Maternal and newborn health,0.020114968
2016,Adaptation Fund,Maternal and newborn health,0.010777472
2017,Adaptation Fund,Maternal and newborn health,0.0056088
2018,Adaptation Fund,Maternal and newborn health,0.010902908
2019,Adaptation Fund,Maternal and newborn health,0.020584668
2020,Adaptation Fund,Maternal and newborn health,0.020951236
2021,Adaptation Fund,Maternal and newborn health,0
2011,African Development Bank,Maternal and newborn health,0.096157395
2012,African Development Bank,Maternal and newborn health,0.027979695
2013,African Development Bank,Maternal and newborn health,0.09306981
2014,African Development Bank,Maternal and newborn health,0.082874745
2015,African Development Bank,Maternal and newborn health,0.048674385
2016,African Development Bank,Maternal and newborn health,0.032994559
2017,African Development Bank,Maternal and newborn health,0.034906247
2018,African Development Bank,Maternal and newborn health,0.028872848
2019,African Development Bank,Maternal and newborn health,0.015447187
2020,African Development Bank,Maternal and newborn health,0.006507945
2021,African Development Bank,Maternal and newborn health,0.016008705
2011,African Development Fund,Maternal and newborn health,12.60119058
2012,African Development Fund,Maternal and newborn health,13.46487975
2013,African Development Fund,Maternal and newborn health,10.51376256
2014,African Development Fund,Maternal and newborn health,10.18975337
2015,African Development Fund,Maternal and newborn health,9.661917202
2016,African Development Fund,Maternal and newborn health,3.830079905
2017,African Development Fund,Maternal and newborn health,2.425508747
2018,African Development Fund,Maternal and newborn health,3.830138259
2019,African Development Fund,Maternal and newborn health,2.174770007
2020,African Development Fund,Maternal and newborn health,8.099774307
2021,African Development Fund,Maternal and newborn health,2.86080516
2011,Arab Bank for Economic Development in Africa,Maternal and newborn health,0.842445064
2012,Arab Bank for Economic Development in Africa,Maternal and newborn health,0.329791939
2013,Arab Bank for Economic Development in Africa,Maternal and newborn health,0.365121071
2014,Arab Bank for Economic Development in Africa,Maternal and newborn health,0.651281276
2015,Arab Bank for Economic Development in Africa,Maternal and newborn health,1.349378261
2019,Arab Bank for Economic Development in Africa,Maternal and newborn health,0
2020,Arab Bank for Economic Development in Africa,Maternal and newborn health,0
2011,Arab Fund (AFESD),Maternal and newborn health,0.482327542
2012,Arab Fund (AFESD),Maternal and newborn health,0.743076899
2013,Arab Fund (AFESD),Maternal and newborn health,0.209891658
2014,Arab Fund (AFESD),Maternal and newborn health,0.894156153
2015,Arab Fund (AFESD),Maternal and newborn health,0.433341443
2016,Arab Fund (AFESD),Maternal and newborn health,0.494973818
2017,Arab Fund (AFESD),Maternal and newborn health,0.596643825
2018,Arab Fund (AFESD),Maternal and newborn health,0.910854663
2019,Arab Fund (AFESD),Maternal and newborn health,0.543746414
2020,Arab Fund (AFESD),Maternal and newborn health,0.068558607
2021,Arab Fund (AFESD),Maternal and newborn health,0.157312
2011,Asian Development Bank,Maternal and newborn health,13.40008391
2012,Asian Development Bank,Maternal and newborn health,11.67477999
2013,Asian Development Bank,Maternal and newborn health,9.576346336
2014,Asian Development Bank,Maternal and newborn health,6.748267519
2015,Asian Development Bank,Maternal and newborn health,8.748184647
2016,Asian Development Bank,Maternal and newborn health,5.052985707
2017,Asian Development Bank,Maternal and newborn health,4.558024274
2018,Asian Development Bank,Maternal and newborn health,12.83345881
2019,Asian Development Bank,Maternal and newborn health,8.230056893
2020,Asian Development Bank,Maternal and newborn health,35.74080129
2021,Asian Development Bank,Maternal and newborn health,12.37598601
2017,Asian Infrastructure Investment Bank,Maternal and newborn health,0
2018,Asian Infrastructure Investment Bank,Maternal and newborn health,0
2019,Asian Infrastructure Investment Bank,Maternal and newborn health,0
2020,Asian Infrastructure Investment Bank,Maternal and newborn health,0
2021,Asian Infrastructure Investment Bank,Maternal and newborn health,0
2011,Australia,Maternal and newborn health,76.08631104
2012,Australia,Maternal and newborn health,75.35288837
2013,Australia,Maternal and newborn health,61.01869646
2014,Australia,Maternal and newborn health,42.50851685
2015,Australia,Maternal and newborn health,46.67589519
2016,Australia,Maternal and newborn health,21.85399542
2017,Australia,Maternal and newborn health,38.94604669
2018,Australia,Maternal and newborn health,39.09291043
2019,Australia,Maternal and newborn health,31.67521228
2020,Australia,Maternal and newborn health,29.01072843
2021,Australia,Maternal and newborn health,51.77071794
2011,Austria,Maternal and newborn health,2.558168441
2012,Austria,Maternal and newborn health,1.781931299
2013,Austria,Maternal and newborn health,1.742760121
2014,Austria,Maternal and newborn health,2.060480756
2015,Austria,Maternal and newborn health,1.375555599
2016,Austria,Maternal and newborn health,3.392655421
2017,Austria,Maternal and newborn health,1.693109162
2018,Austria,Maternal and newborn health,1.4120552
2019,Austria,Maternal and newborn health,1.741368392
2020,Austria,Maternal and newborn health,1.513836428
2021,Austria,Maternal and newborn health,2.900759838
2014,Azerbaijan,Maternal and newborn health,0.031050914
2015,Azerbaijan,Maternal and newborn health,0.017323225
2016,Azerbaijan,Maternal and newborn health,0.018763075
2017,Azerbaijan,Maternal and newborn health,0.018723022
2018,Azerbaijan,Maternal and newborn health,0.011671549
2019,Azerbaijan,Maternal and newborn health,0.020706067
2020,Azerbaijan,Maternal and newborn health,0.013803839
2011,Belgium,Maternal and newborn health,22.21397207
2012,Belgium,Maternal and newborn health,20.3212509
2013,Belgium,Maternal and newborn health,20.61945176
2014,Belgium,Maternal and newborn health,22.93398798
2015,Belgium,Maternal and newborn health,19.31080158
2016,Belgium,Maternal and newborn health,21.60511989
2017,Belgium,Maternal and newborn health,20.2365235
2018,Belgium,Maternal and newborn health,18.61113406
2019,Belgium,Maternal and newborn health,19.85253776
2020,Belgium,Maternal and newborn health,22.77543485
2021,Belgium,Maternal and newborn health,24.57272058
2017,Bulgaria,Maternal and newborn health,0.029339685
2019,Bulgaria,Maternal and newborn health,0.04148262
2020,Bulgaria,Maternal and newborn health,0.074643471
2021,Bulgaria,Maternal and newborn health,0.08325
2011,Canada,Maternal and newborn health,103.2640375
2012,Canada,Maternal and newborn health,127.7223541
2013,Canada,Maternal and newborn health,139.4758053
2014,Canada,Maternal and newborn health,131.8939485
2015,Canada,Maternal and newborn health,114.87031
2016,Canada,Maternal and newborn health,112.5616688
2017,Canada,Maternal and newborn health,146.6811427
2018,Canada,Maternal and newborn health,164.2047315
2019,Canada,Maternal and newborn health,150.6607065
2020,Canada,Maternal and newborn health,139.7701231
2021,Canada,Maternal and newborn health,152.2168499
2015,Caribbean Development Bank,Maternal and newborn health,0
2016,Caribbean Development Bank,Maternal and newborn health,0
2017,Caribbean Development Bank,Maternal and newborn health,0
2018,Caribbean Development Bank,Maternal and newborn health,0
2019,Caribbean Development Bank,Maternal and newborn health,0
2020,Caribbean Development Bank,Maternal and newborn health,0
2021,Caribbean Development Bank,Maternal and newborn health,0
2020,Central American Bank for Economic Integration,Maternal and newborn health,0
2021,Central American Bank for Economic Integration,Maternal and newborn health,2.764639873
2017,Central Emergency Response Fund,Maternal and newborn health,3.711587766
2018,Central Emergency Response Fund,Maternal and newborn health,4.254224782
2019,Central Emergency Response Fund,Maternal and newborn health,4.587006635
2020,Central Emergency Response Fund,Maternal and newborn health,6.941163896
2021,Central Emergency Response Fund,Maternal and newborn health,4.26231379
2012,Climate Investment Funds,Maternal and newborn health,0
2013,Climate Investment Funds,Maternal and newborn health,0
2014,Climate Investment Funds,Maternal and newborn health,0
2015,Climate Investment Funds,Maternal and newborn health,0
2016,Climate Investment Funds,Maternal and newborn health,0
2017,Climate Investment Funds,Maternal and newborn health,0.06299498
2018,Climate Investment Funds,Maternal and newborn health,0
2019,Climate Investment Funds,Maternal and newborn health,0
2020,Climate Investment Funds,Maternal and newborn health,0
2021,Climate Investment Funds,Maternal and newborn health,0
2011,Council of Europe Development Bank,Maternal and newborn health,0.842400862
2012,Council of Europe Development Bank,Maternal and newborn health,1.104624091
2013,Council of Europe Development Bank,Maternal and newborn health,1.578452649
2014,Council of Europe Development Bank,Maternal and newborn health,0.993144918
2015,Council of Europe Development Bank,Maternal and newborn health,0.344940769
2016,Council of Europe Development Bank,Maternal and newborn health,0.759159921
2017,Council of Europe Development Bank,Maternal and newborn health,0.375848391
2018,Council of Europe Development Bank,Maternal and newborn health,0.027226551
2019,Council of Europe Development Bank,Maternal and newborn health,0.52555785
2020,Council of Europe Development Bank,Maternal and newborn health,0.524601189
2021,Council of Europe Development Bank,Maternal and newborn health,1.342944879
2017,Croatia,Maternal and newborn health,0.741510687
2018,Croatia,Maternal and newborn health,0.784529539
2019,Croatia,Maternal and newborn health,0.786687989
2020,Croatia,Maternal and newborn health,0.224488643
2021,Croatia,Maternal and newborn health,0.047774358
2018,Cyprus,Maternal and newborn health,0.027398385
2019,Cyprus,Maternal and newborn health,0.01483254
2020,Cyprus,Maternal and newborn health,0.02119725
2021,Cyprus,Maternal and newborn health,0.332075538
2011,Czech Republic,Maternal and newborn health,0.625560001
2012,Czech Republic,Maternal and newborn health,0.345875033
2013,Czech Republic,Maternal and newborn health,0.526734317
2014,Czech Republic,Maternal and newborn health,0.832175773
2015,Czech Republic,Maternal and newborn health,0.758116658
2016,Czech Republic,Maternal and newborn health,0.816080978
2017,Czech Republic,Maternal and newborn health,0.999431937
2018,Czech Republic,Maternal and newborn health,0.517068285
2019,Czech Republic,Maternal and newborn health,0.776373554
2020,Czech Republic,Maternal and newborn health,0.517595572
2021,Czech Republic,Maternal and newborn health,1.466890497
2011,Denmark,Maternal and newborn health,24.81578381
